"LoanID","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","Education","EmploymentType","MaritalStatus","HasMortgage","HasDependents","LoanPurpose","HasCoSigner","Default"
"JVDQT5ZW1X",26,65354,206115,459,64,2,2.12,24,0.76,"PhD","Self-employed","Married","Yes","Yes","Auto","No",0
"YYX1M08CHY",23,145404,219236,798,64,4,18.52,24,0.42,"High School","Unemployed","Single","No","Yes","Home","No",0
"E8T7A2ML31",42,26728,29682,401,94,1,9.07,12,0.79,"Bachelor's","Unemployed","Single","No","No","Auto","No",0
"C31Q1XK6JW",22,67094,216853,312,104,3,4.17,12,0.5,"Bachelor's","Full-time","Married","No","No","Education","No",0
"S6XM62SY3X",43,67972,44607,583,75,1,17.3,36,0.75,"PhD","Full-time","Married","No","No","Home","No",0
"O0A6RPUCKF",48,72736,95920,390,114,1,2.13,36,0.67,"High School","Self-employed","Single","No","No","Other","No",0
"R5G2MHZOD4",49,79500,15172,383,0,3,14.6,24,0.56,"Master's","Part-time","Divorced","Yes","No","Education","Yes",0
"KFIA9N659K",38,89038,96782,829,106,3,16.92,24,0.16,"Master's","Full-time","Single","No","No","Auto","Yes",0
"HMKHH6KMK0",62,124924,146927,573,28,2,15.67,12,0.16,"PhD","Unemployed","Single","No","No","Auto","No",0
"1DG1JKPY1F",22,47709,129497,621,106,1,10.39,60,0.3,"Bachelor's","Self-employed","Single","Yes","No","Education","Yes",0
"M1UNLFZA9W",50,81731,18461,543,8,1,11.95,60,0.83,"Master's","Full-time","Divorced","Yes","No","Auto","Yes",0
"FLQF9A517C",62,54456,33918,426,81,3,6.36,36,0.76,"High School","Unemployed","Divorced","No","Yes","Education","Yes",0
"H8AFKMKME8",69,77485,182434,611,56,2,23.36,36,0.79,"Bachelor's","Unemployed","Divorced","Yes","No","Home","Yes",0
"9KP3Y62TVG",50,97764,239139,698,67,1,8.61,24,0.5,"Bachelor's","Full-time","Single","No","No","Other","No",0
"B0V2RK42GR",46,123679,76167,446,46,4,6.43,36,0.23,"PhD","Full-time","Divorced","Yes","No","Home","No",0
"K9D2A48QOJ",63,67406,72674,468,33,2,12.34,12,0.68,"Bachelor's","Part-time","Single","Yes","No","Business","No",0
"JTT6G331LL",19,55555,232032,673,62,1,20.71,24,0.21,"Bachelor's","Full-time","Divorced","No","Yes","Other","Yes",0
"JQW676VQ4N",44,39118,210339,567,28,1,15.71,24,0.67,"PhD","Self-employed","Married","No","Yes","Auto","No",0
"I1XHQKUYZS",58,138053,200492,536,46,2,10.09,60,0.64,"PhD","Full-time","Divorced","No","Yes","Other","Yes",0
"VDNML8OJH6",42,77168,181719,617,54,4,12.46,36,0.83,"Master's","Unemployed","Married","No","Yes","Business","No",0
"G20NV5ZWNT",21,133962,96927,394,62,2,8.96,12,0.24,"Master's","Full-time","Divorced","No","No","Home","No",0
"N1VS41RW2H",35,106392,231110,656,63,1,21.7,24,0.89,"PhD","Full-time","Single","Yes","No","Business","Yes",0
"XED0RMGAIC",36,102484,81738,495,80,4,20.73,12,0.89,"Master's","Part-time","Married","No","No","Auto","No",0
"HYGMLRDTJF",51,120720,95166,838,91,2,23.71,12,0.85,"High School","Self-employed","Married","Yes","Yes","Auto","Yes",0
"QPE6XQNT1F",59,83655,248961,444,101,1,20,36,0.48,"Master's","Self-employed","Single","Yes","No","Education","Yes",0
"8GPGWN7U1S",30,118664,139176,511,81,2,4.47,48,0.86,"Master's","Part-time","Single","No","No","Home","Yes",0
"7ZKO6C37SF",41,84361,94560,559,10,2,16.36,60,0.54,"Master's","Full-time","Single","Yes","Yes","Business","Yes",0
"UUH04QL4Y4",61,94174,22273,548,71,4,3.24,60,0.73,"Bachelor's","Unemployed","Divorced","No","Yes","Business","Yes",0
"C686AUFIMO",58,110062,164099,671,95,1,20.13,24,0.16,"Bachelor's","Part-time","Divorced","Yes","No","Education","No",0
"3QTUN4QWB5",56,15425,44417,452,42,4,10.06,48,0.25,"Master's","Unemployed","Single","Yes","Yes","Education","No",0
"EYYTPJEKLA",18,73904,215584,680,16,2,14.19,48,0.77,"Master's","Self-employed","Divorced","No","No","Auto","Yes",0
"S4NXY359XO",51,127603,7786,630,63,2,19.68,12,0.85,"High School","Full-time","Married","No","Yes","Home","Yes",0
"BEQ6WNW38I",31,125645,156046,681,29,1,18.65,48,0.83,"High School","Full-time","Divorced","No","No","Auto","Yes",0
"SD0Z7K0SI0",32,140965,141117,445,110,1,21.4,48,0.21,"High School","Self-employed","Single","Yes","Yes","Education","No",0
"69UIGYJRFX",43,38189,216039,600,16,1,19.78,12,0.8,"High School","Full-time","Married","Yes","Yes","Other","No",0
"U65EL620YH",30,135907,83185,364,43,3,13.46,24,0.55,"PhD","Self-employed","Divorced","No","No","Home","No",0
"37HBDFIN6C",56,125199,194492,392,109,4,11.13,12,0.36,"High School","Part-time","Single","Yes","No","Home","No",0
"2O3ZANFI3D",66,75278,74902,430,23,4,16.39,36,0.3,"Master's","Unemployed","Divorced","No","Yes","Education","No",0
"7B6MMQUUK5",25,143825,60249,613,90,2,4.93,60,0.83,"Master's","Part-time","Single","Yes","Yes","Home","No",0
"OGC4914VNA",64,54193,81551,360,7,3,9.08,48,0.87,"Bachelor's","Self-employed","Married","No","No","Auto","Yes",0
"X9LNKUG4MZ",54,71131,207692,388,6,2,14.54,12,0.57,"PhD","Full-time","Divorced","Yes","No","Auto","No",0
"9R51UFB33G",29,23415,142121,402,88,2,16.55,36,0.85,"PhD","Self-employed","Divorced","No","Yes","Home","Yes",0
"I0KN726QZ4",44,64814,34337,547,113,4,6.94,60,0.56,"Bachelor's","Unemployed","Single","Yes","Yes","Education","No",0
"7T51GBB2O1",39,78869,68537,661,105,2,24.78,48,0.15,"PhD","Part-time","Married","Yes","No","Education","Yes",0
"MNS7DWET5G",19,118883,100688,530,106,3,22.86,24,0.83,"Master's","Unemployed","Single","Yes","No","Business","No",0
"1CW0O8WTLF",33,92448,66282,607,39,1,11.31,12,0.43,"Bachelor's","Part-time","Divorced","Yes","No","Home","Yes",0
"WU1V5846HQ",48,53133,60566,445,84,3,4.19,12,0.24,"Bachelor's","Self-employed","Single","Yes","No","Education","Yes",0
"YGALD01I5T",45,131420,34665,772,104,4,12.02,36,0.37,"High School","Full-time","Married","Yes","No","Auto","Yes",0
"ANO6D9AT5E",41,74386,200734,835,54,2,10.16,36,0.88,"Bachelor's","Part-time","Divorced","No","No","Education","No",0
"CEKBXCQ091",39,47613,87190,590,39,1,18.06,60,0.55,"Master's","Unemployed","Divorced","Yes","Yes","Auto","No",0
"3HYXH362GS",60,21454,135110,408,72,1,7.38,48,0.53,"Bachelor's","Part-time","Single","No","Yes","Education","No",0
"WWCOADLYT1",34,110443,49323,616,90,1,18.4,24,0.47,"PhD","Self-employed","Divorced","Yes","Yes","Auto","No",0
"NNN97YY8MQ",56,123962,241305,789,32,4,19.8,60,0.16,"High School","Unemployed","Divorced","Yes","No","Home","No",0
"1KKAZ9ZI26",44,142123,57512,403,4,2,24.62,48,0.3,"High School","Self-employed","Divorced","No","No","Home","Yes",0
"U2CH4U2PPU",26,29746,50929,453,101,3,3.03,48,0.3,"Master's","Self-employed","Single","Yes","Yes","Business","No",0
"L0G2B5NL6D",39,86903,50773,496,4,4,5.51,36,0.74,"Bachelor's","Unemployed","Divorced","Yes","Yes","Other","No",0
"1MYJWCJTS0",40,71869,7766,820,17,1,20.64,36,0.27,"High School","Unemployed","Married","Yes","No","Business","No",0
"QPCR1F5OL2",31,87117,53848,792,100,2,18.86,60,0.3,"Master's","Unemployed","Married","Yes","Yes","Education","Yes",0
"ZVANENPK0Z",41,144476,45314,843,22,4,23.72,12,0.78,"Master's","Unemployed","Single","No","Yes","Education","Yes",0
"ZVEXH0R935",66,46320,73752,746,106,2,2.74,48,0.13,"High School","Part-time","Divorced","Yes","Yes","Auto","No",0
"NZ2DVR0OZL",41,38718,80739,689,20,3,14.34,12,0.3,"High School","Self-employed","Married","No","Yes","Other","Yes",0
"QCWK796GEG",43,48730,92034,693,70,3,2.82,24,0.7,"Bachelor's","Full-time","Divorced","No","Yes","Education","Yes",0
"UDESPOWUT5",49,125776,183546,543,118,1,10.6,24,0.42,"PhD","Self-employed","Single","Yes","No","Other","Yes",0
"ZBQPIDNX5I",59,74475,205959,795,49,4,18.53,36,0.74,"Bachelor's","Unemployed","Married","No","No","Business","Yes",0
"MU9YXO1J8H",68,49980,22701,827,76,2,12.03,60,0.42,"Bachelor's","Unemployed","Single","Yes","No","Other","Yes",0
"TUNTRC50WD",54,82925,67047,319,17,2,21.06,12,0.61,"Master's","Part-time","Married","No","No","Business","Yes",0
"N4WAVB4K2G",38,62528,25919,818,70,1,6.66,48,0.66,"High School","Full-time","Married","Yes","Yes","Auto","No",0
"SU5QNGHUSH",57,75660,114728,516,50,1,10.38,60,0.8,"High School","Unemployed","Divorced","Yes","No","Auto","No",0
"LMM4HARROM",44,35468,113260,558,52,2,8.59,36,0.46,"High School","Self-employed","Married","No","No","Business","No",0
"5BXFFJMJDR",40,131954,92040,561,100,1,22,60,0.5,"High School","Part-time","Single","Yes","Yes","Education","Yes",0
"ON7ZQYJCUM",23,82032,192301,544,37,1,23.33,12,0.47,"Bachelor's","Unemployed","Single","Yes","No","Auto","Yes",0
"JKXH1F63DH",67,99877,177103,748,85,4,3.23,36,0.16,"Master's","Full-time","Divorced","No","No","Business","No",0
"YR5LQH5G84",62,73698,198122,723,52,2,8.58,12,0.8,"High School","Self-employed","Married","No","Yes","Home","Yes",0
"RZMGO0H203",62,17120,115300,627,38,2,22.4,60,0.36,"Bachelor's","Full-time","Single","No","No","Education","Yes",0
"399UEAHMP1",61,87552,137795,527,28,2,21.14,12,0.22,"High School","Part-time","Divorced","No","No","Education","No",0
"JC243QENID",29,70949,72059,511,12,3,18.78,12,0.46,"High School","Unemployed","Married","No","Yes","Auto","Yes",0
"6E35YV8C2O",50,109779,161191,637,75,2,8.92,48,0.14,"Bachelor's","Full-time","Married","Yes","Yes","Auto","Yes",0
"4NZ9NY40OO",26,77404,71358,468,111,1,18.92,60,0.12,"High School","Full-time","Divorced","Yes","No","Other","Yes",0
"EL2X4YQ2AJ",50,52766,161932,478,81,4,24.82,36,0.12,"Bachelor's","Unemployed","Divorced","No","Yes","Business","Yes",0
"9Y9KDDXMBF",27,61266,183080,738,96,1,15.54,48,0.76,"PhD","Full-time","Divorced","Yes","No","Other","No",0
"601O64IB3R",22,81350,204179,725,32,3,3.91,12,0.58,"PhD","Part-time","Married","No","No","Business","No",0
"ET6NWDFJ1D",56,131881,25621,691,77,3,11.23,48,0.61,"High School","Full-time","Married","No","No","Auto","No",0
"AWDQF0OZUP",56,74594,196740,781,81,3,17.25,24,0.49,"PhD","Full-time","Divorced","No","No","Business","Yes",0
"FNMMX5KLCJ",68,21410,58269,435,40,2,24.05,60,0.39,"PhD","Full-time","Divorced","Yes","No","Business","Yes",0
"UJ83SQMVLV",62,92350,95306,507,22,4,2.31,48,0.69,"High School","Part-time","Married","Yes","Yes","Home","No",0
"O0JKQE19T5",33,47515,28401,671,104,3,18.5,12,0.67,"Bachelor's","Part-time","Married","Yes","Yes","Home","Yes",0
"TT7ZJECJYM",41,97275,152526,396,49,1,15.2,60,0.63,"High School","Part-time","Married","Yes","Yes","Other","Yes",0
"6L1ATWEY65",31,52917,107207,822,68,2,10.11,12,0.16,"Master's","Unemployed","Divorced","No","Yes","Home","No",0
"E4FE80OZR9",60,99903,233038,627,73,1,7.79,60,0.16,"High School","Self-employed","Divorced","No","Yes","Auto","Yes",0
"G4GF7R2SK6",46,139480,77884,677,31,4,23.1,12,0.55,"PhD","Self-employed","Divorced","No","No","Education","Yes",0
"0YY7YVDHIR",44,77582,41942,689,32,1,16.54,36,0.75,"Master's","Self-employed","Single","Yes","Yes","Business","Yes",0
"AN4Z8JV024",40,106427,198833,790,61,2,14.83,36,0.69,"Master's","Full-time","Married","No","Yes","Education","No",0
"SD73U60ZQ6",23,145115,21959,374,104,1,21.43,60,0.5,"Master's","Full-time","Married","Yes","Yes","Business","No",0
"0PPAFOFFZO",65,22287,199184,353,108,2,8.51,36,0.64,"Master's","Self-employed","Single","No","No","Auto","Yes",0
"LZOVD08S9P",32,124628,126164,362,30,1,2.33,24,0.68,"Bachelor's","Part-time","Married","Yes","No","Auto","Yes",0
"S0YWEK1E9Q",40,99411,233618,582,108,1,24.79,60,0.1,"PhD","Full-time","Divorced","No","Yes","Auto","Yes",0
"VCR0NW6ZH1",18,39526,48985,404,16,3,20.43,48,0.81,"PhD","Part-time","Single","Yes","No","Auto","Yes",0
"E5A6SXW8FJ",30,89308,100012,332,55,1,4.44,36,0.49,"Master's","Part-time","Single","No","No","Home","No",0
"K5TAQ7B9HI",34,48977,43904,320,84,4,20.81,12,0.64,"Master's","Part-time","Married","Yes","Yes","Home","Yes",0
"675T2AZX18",46,100959,151196,532,43,3,10.29,24,0.81,"High School","Unemployed","Married","Yes","Yes","Auto","No",0
"2KIPUSRL8D",41,108861,183901,487,73,1,7.91,60,0.58,"High School","Part-time","Married","Yes","Yes","Auto","No",0
"WK19FCIM46",33,42405,169042,613,55,1,13.36,36,0.69,"Bachelor's","Full-time","Single","No","Yes","Home","No",0
"WSJ0ZA2PHI",20,59223,244280,511,19,3,20.28,24,0.77,"PhD","Unemployed","Divorced","No","No","Auto","No",0
"IJNMYCMC52",61,86693,236433,600,94,4,4.28,24,0.78,"PhD","Part-time","Married","No","No","Auto","Yes",0
"RKQW81Z15W",65,30544,121742,835,83,1,19.75,12,0.67,"PhD","Self-employed","Married","Yes","Yes","Home","No",0
"5N4XBBYO0K",25,135665,148854,343,24,4,4.86,48,0.33,"PhD","Full-time","Single","Yes","Yes","Business","Yes",0
"DGNXCHJGL8",40,61130,67821,659,110,3,19.46,60,0.57,"PhD","Unemployed","Single","Yes","Yes","Home","No",0
"5EIS9H90CJ",47,101109,28941,751,98,2,20.03,60,0.22,"PhD","Self-employed","Divorced","No","Yes","Education","Yes",0
"I0ZL2V0T6U",65,107593,65459,831,23,3,23.05,36,0.7,"PhD","Self-employed","Single","No","Yes","Business","No",0
"AJ0GVWG9HL",67,34843,38593,425,91,1,10.23,24,0.67,"Master's","Self-employed","Married","No","Yes","Home","Yes",0
"7LGIMRU7AX",31,56181,53206,770,54,4,17.83,12,0.78,"High School","Full-time","Single","Yes","No","Business","Yes",0
"WXZ3EEB999",30,16910,63751,348,77,1,20.25,36,0.27,"Bachelor's","Full-time","Divorced","Yes","Yes","Other","Yes",0
"NPWYL7Z262",27,127938,72903,472,66,4,5.02,36,0.66,"Bachelor's","Full-time","Married","Yes","Yes","Business","No",0
"J7A14KWWY4",36,118583,164115,351,108,1,9.49,60,0.25,"Bachelor's","Self-employed","Divorced","No","No","Home","Yes",0
"06VMWQN48A",58,77235,239469,474,50,2,10.53,48,0.85,"PhD","Self-employed","Single","No","Yes","Auto","Yes",0
"F8Z86O2E8I",41,76580,90926,451,86,2,18.33,36,0.62,"Master's","Full-time","Married","Yes","Yes","Home","Yes",0
"2MMHLQXZ9T",36,96602,58381,697,51,1,12.04,60,0.89,"PhD","Unemployed","Divorced","Yes","Yes","Auto","Yes",0
"1R9JBFN891",57,101436,207739,546,69,2,6.18,24,0.24,"Master's","Unemployed","Married","No","No","Business","No",0
"RFYV5JL50E",32,111480,230970,568,115,2,2.86,24,0.71,"PhD","Unemployed","Married","Yes","Yes","Business","Yes",0
"HMGTY15EK7",63,127988,126316,729,102,3,10.59,36,0.11,"Bachelor's","Self-employed","Divorced","Yes","Yes","Business","Yes",0
"D9I4XEA0T2",26,41007,33458,773,92,4,2.29,48,0.61,"High School","Part-time","Married","No","No","Auto","Yes",0
"RTT26JR3MG",41,34882,32665,329,28,1,5.72,48,0.31,"PhD","Part-time","Divorced","No","No","Other","No",0
"6Q7GR6CD18",27,105940,231617,717,39,4,13.74,60,0.12,"Bachelor's","Full-time","Divorced","Yes","No","Other","Yes",0
"KQC47T8S8P",63,15305,34798,492,50,4,13.58,24,0.74,"PhD","Full-time","Single","No","No","Education","Yes",0
"76955KBQXH",21,87632,56457,457,116,1,3.75,36,0.87,"Bachelor's","Unemployed","Married","Yes","No","Business","Yes",0
"PI6MG4DGR0",51,24385,17025,402,29,2,23.19,36,0.74,"Bachelor's","Full-time","Single","Yes","Yes","Education","Yes",0
"5IRHN49PYP",67,126599,248332,661,37,3,8.45,48,0.57,"PhD","Part-time","Married","No","Yes","Home","No",0
"20F10VSOML",61,95243,86533,751,104,1,6.44,60,0.58,"Bachelor's","Part-time","Married","Yes","Yes","Business","Yes",0
"LK4I2VSK6D",45,49199,56245,796,95,4,17.22,12,0.74,"Bachelor's","Part-time","Single","No","Yes","Education","No",0
"0RPRYK6970",49,146372,183574,354,118,2,9.43,24,0.69,"PhD","Unemployed","Married","No","No","Auto","Yes",0
"Z7RCIXCHOG",27,32849,16154,467,71,3,19.7,60,0.17,"Bachelor's","Full-time","Divorced","Yes","No","Home","No",0
"XGKUVVBM14",24,21440,32858,337,104,3,23.42,48,0.47,"Bachelor's","Full-time","Married","Yes","Yes","Other","No",0
"9ZFEC0L3NP",65,79075,192504,520,41,3,20.8,36,0.11,"Bachelor's","Full-time","Divorced","Yes","No","Home","Yes",0
"4DKT0VKEZK",22,87973,142398,466,55,3,10.02,12,0.42,"Master's","Full-time","Single","Yes","No","Business","Yes",0
"IIKG75L9MG",26,81643,180113,672,116,2,13.49,24,0.6,"High School","Full-time","Divorced","No","No","Home","No",0
"INDZH5GXGY",45,48525,227163,707,117,4,21.88,60,0.87,"PhD","Unemployed","Single","Yes","Yes","Home","Yes",0
"WJP7X7UY3Q",47,73329,228039,808,107,4,12.67,60,0.71,"High School","Part-time","Single","No","No","Education","No",0
"RS880AUXQH",48,18320,181951,429,71,3,14.5,12,0.77,"PhD","Full-time","Single","Yes","No","Auto","No",0
"LRB3DJH0EJ",68,30148,74457,512,76,3,19.29,48,0.32,"High School","Part-time","Single","No","No","Business","Yes",0
"9SAPB4FFD4",58,147130,47903,803,71,3,3.63,60,0.51,"Master's","Self-employed","Divorced","No","No","Education","No",0
"4LEOV5JX2N",45,148484,115779,590,34,1,23.2,60,0.52,"Bachelor's","Self-employed","Single","No","No","Home","Yes",0
"BX6VLAX4AG",28,54240,204524,819,15,1,3.59,60,0.19,"High School","Part-time","Single","No","Yes","Home","Yes",0
"OPKSNWBW36",62,22556,101390,751,116,4,7.39,12,0.51,"Bachelor's","Self-employed","Single","No","Yes","Auto","No",0
"8O7N2R8CUE",59,24302,133679,558,61,3,19.98,60,0.75,"PhD","Full-time","Single","No","Yes","Other","No",0
"5QC0BFCXPB",39,62877,180162,628,43,2,22.26,48,0.11,"Bachelor's","Unemployed","Married","Yes","No","Home","No",0
"H0OHDIE4MQ",49,43722,11946,468,41,3,19.04,60,0.28,"Master's","Part-time","Single","No","No","Business","No",0
"T99ZAHE58B",62,39065,149401,508,109,3,23.98,12,0.46,"Master's","Full-time","Married","No","Yes","Other","Yes",0
"L9M2CJQDS8",24,141458,121445,327,46,2,13.08,60,0.72,"Bachelor's","Unemployed","Divorced","No","Yes","Business","Yes",0
"TEUKZ276N0",29,123204,140787,663,62,3,21.29,48,0.44,"Master's","Self-employed","Married","Yes","Yes","Other","No",0
"YHXHKM3NDE",28,51803,70772,839,87,2,22.21,60,0.88,"PhD","Full-time","Single","No","Yes","Education","Yes",0
"JFX8HKO7CG",46,18687,21774,375,110,3,22.33,24,0.14,"PhD","Self-employed","Divorced","Yes","No","Other","No",0
"PKF2PO13DI",43,24735,227661,399,86,1,24.45,36,0.52,"PhD","Part-time","Single","No","No","Home","No",0
"BR5G8G5XAO",44,133490,179869,696,28,4,16.19,24,0.57,"Master's","Unemployed","Divorced","Yes","Yes","Education","Yes",0
"SIMB9JWWT2",23,139914,233335,634,34,3,4.11,24,0.35,"Master's","Unemployed","Divorced","No","No","Home","Yes",0
"K0LOJMJHVU",38,81515,150016,624,86,3,5.08,24,0.48,"PhD","Full-time","Single","No","Yes","Business","Yes",0
"SPW9FQASWE",67,146606,228230,736,119,2,23.1,12,0.83,"PhD","Full-time","Divorced","No","No","Auto","Yes",0
"HXRA63FJ61",56,66674,229754,811,94,1,16.83,24,0.57,"High School","Part-time","Married","Yes","Yes","Home","Yes",0
"UME27GJSXQ",28,17895,96342,340,75,3,2.34,48,0.53,"Bachelor's","Part-time","Married","No","Yes","Other","No",0
"18SWJ3J4BN",37,51974,238928,785,25,3,2.71,48,0.39,"High School","Part-time","Single","No","No","Education","No",0
"KQEKVNX51M",27,25283,131230,595,105,3,11.85,24,0.12,"High School","Part-time","Married","Yes","Yes","Home","No",0
"UP3WXFFAXU",56,116045,239948,356,101,3,23.96,12,0.35,"High School","Full-time","Divorced","Yes","No","Education","Yes",0
"THD2R5BZNT",30,122699,160080,505,86,4,13.05,24,0.24,"Bachelor's","Part-time","Divorced","No","Yes","Education","Yes",0
"JR6FGLX96O",36,125253,99149,809,3,3,8.71,24,0.13,"PhD","Self-employed","Single","No","No","Auto","No",0
"JBSP6JYE1A",48,51926,195325,522,43,2,4.97,60,0.14,"Master's","Full-time","Married","Yes","Yes","Business","No",0
"MSMOPU4RBS",53,31668,11374,409,95,3,14.93,12,0.82,"PhD","Unemployed","Single","Yes","No","Other","No",0
"1LYIQSWUN4",31,57271,22940,458,99,3,20.72,48,0.39,"Master's","Part-time","Divorced","Yes","No","Other","No",0
"XW2G6BDKPX",63,68791,168209,769,80,2,11.46,12,0.7,"High School","Self-employed","Married","Yes","No","Auto","No",0
"S9E9DB5YDF",34,134251,235834,423,77,1,16.62,48,0.31,"Bachelor's","Full-time","Single","Yes","Yes","Auto","Yes",0
"PBSHUHK4YK",53,139963,208320,626,104,4,5.96,60,0.47,"PhD","Unemployed","Single","No","Yes","Other","Yes",0
"CCTAKLZUK2",69,103905,206666,543,101,2,7.35,60,0.58,"PhD","Part-time","Married","No","Yes","Auto","Yes",0
"1GHR3SJCOQ",21,128188,93215,708,15,3,17.58,36,0.57,"PhD","Full-time","Single","No","No","Auto","Yes",0
"65WBBJCM4Q",43,144280,225484,683,115,4,6.07,36,0.73,"High School","Full-time","Married","Yes","Yes","Business","Yes",0
"8E12XIVP6K",50,25188,249233,838,15,3,14.1,24,0.43,"High School","Unemployed","Divorced","Yes","Yes","Education","Yes",0
"OM9U3Q0FG4",33,85206,179174,546,38,1,6.17,24,0.54,"Master's","Unemployed","Married","Yes","Yes","Other","No",0
"1SNALWQMU0",36,52007,15293,818,27,2,9.55,48,0.51,"Master's","Self-employed","Single","No","Yes","Home","No",0
"DM3UCXKN2X",42,129478,159329,545,41,4,7.93,24,0.61,"PhD","Full-time","Single","Yes","No","Home","Yes",0
"G60DZ1KZN6",45,118512,191526,391,39,3,10.08,60,0.3,"Bachelor's","Self-employed","Single","No","Yes","Home","No",0
"8IDCTDZQ04",40,53060,25763,369,83,4,20.18,60,0.55,"Master's","Self-employed","Divorced","Yes","Yes","Business","Yes",0
"FCCQLIQE81",69,90823,57568,745,17,1,6.87,36,0.16,"Master's","Self-employed","Divorced","No","No","Other","No",0
"9HTA0ZI6GT",44,41130,126786,615,45,3,23.96,36,0.4,"Bachelor's","Unemployed","Married","No","No","Auto","No",0
"CT2GB8Q9FZ",24,145842,217470,348,75,2,16.77,48,0.78,"PhD","Part-time","Divorced","No","Yes","Other","No",0
"IACPIEAZW0",57,69196,232249,820,63,1,7.43,36,0.45,"PhD","Unemployed","Married","Yes","No","Home","Yes",0
"CH0W668WXN",54,45672,66699,769,21,1,19.64,60,0.45,"High School","Full-time","Single","No","No","Auto","Yes",0
"99OIENRPCK",56,148305,103288,808,10,4,11.17,36,0.78,"Bachelor's","Full-time","Single","Yes","No","Auto","Yes",0
